section,field_path,play_console_question,data_category,data_type,draft_answer,response_value,review_status,confidence,evidence_refs,notes
data_type,data_types[10].collected,collected,Personal info,Address,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0165,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[10].shared,shared,Personal info,Address,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0165,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[10].processed_ephemerally,processed_ephemerally,Personal info,Address,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0165,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[10].required_or_optional,required_or_optional,Personal info,Address,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0165,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[10].purposes,purposes,Personal info,Address,Account management,,NEED_HUMAN,0.65,evidence.0165,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[10].linked_to_identity,linked_to_identity,Personal info,Address,YES_CANDIDATE,,NEED_HUMAN,0.65,evidence.0165,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[10].used_for_tracking,used_for_tracking,Personal info,Address,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0165,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[11].collected,collected,Personal info,Email address,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0034;evidence.0036;evidence.0100;evidence.0101;evidence.0103;evidence.0109;evidence.0110;evidence.0114;evidence.0119;evidence.0120;evidence.0121;evidence.0135,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[11].shared,shared,Personal info,Email address,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0034;evidence.0036;evidence.0100;evidence.0101;evidence.0103;evidence.0109;evidence.0110;evidence.0114;evidence.0119;evidence.0120;evidence.0121;evidence.0135,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[11].processed_ephemerally,processed_ephemerally,Personal info,Email address,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0034;evidence.0036;evidence.0100;evidence.0101;evidence.0103;evidence.0109;evidence.0110;evidence.0114;evidence.0119;evidence.0120;evidence.0121;evidence.0135,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[11].required_or_optional,required_or_optional,Personal info,Email address,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0034;evidence.0036;evidence.0100;evidence.0101;evidence.0103;evidence.0109;evidence.0110;evidence.0114;evidence.0119;evidence.0120;evidence.0121;evidence.0135,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[11].purposes,purposes,Personal info,Email address,Account management,,NEED_HUMAN,0.65,evidence.0034;evidence.0036;evidence.0100;evidence.0101;evidence.0103;evidence.0109;evidence.0110;evidence.0114;evidence.0119;evidence.0120;evidence.0121;evidence.0135,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[11].linked_to_identity,linked_to_identity,Personal info,Email address,YES_CANDIDATE,,NEED_HUMAN,0.65,evidence.0034;evidence.0036;evidence.0100;evidence.0101;evidence.0103;evidence.0109;evidence.0110;evidence.0114;evidence.0119;evidence.0120;evidence.0121;evidence.0135,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[11].used_for_tracking,used_for_tracking,Personal info,Email address,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0034;evidence.0036;evidence.0100;evidence.0101;evidence.0103;evidence.0109;evidence.0110;evidence.0114;evidence.0119;evidence.0120;evidence.0121;evidence.0135,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[12].collected,collected,Personal info,Name,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0028;evidence.0029;evidence.0030;evidence.0031;evidence.0032;evidence.0033;evidence.0035;evidence.0037;evidence.0038;evidence.0039;evidence.0041;evidence.0042,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[12].shared,shared,Personal info,Name,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0028;evidence.0029;evidence.0030;evidence.0031;evidence.0032;evidence.0033;evidence.0035;evidence.0037;evidence.0038;evidence.0039;evidence.0041;evidence.0042,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[12].processed_ephemerally,processed_ephemerally,Personal info,Name,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0028;evidence.0029;evidence.0030;evidence.0031;evidence.0032;evidence.0033;evidence.0035;evidence.0037;evidence.0038;evidence.0039;evidence.0041;evidence.0042,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[12].required_or_optional,required_or_optional,Personal info,Name,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0028;evidence.0029;evidence.0030;evidence.0031;evidence.0032;evidence.0033;evidence.0035;evidence.0037;evidence.0038;evidence.0039;evidence.0041;evidence.0042,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[12].purposes,purposes,Personal info,Name,Account management,,NEED_HUMAN,0.65,evidence.0028;evidence.0029;evidence.0030;evidence.0031;evidence.0032;evidence.0033;evidence.0035;evidence.0037;evidence.0038;evidence.0039;evidence.0041;evidence.0042,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[12].linked_to_identity,linked_to_identity,Personal info,Name,YES_CANDIDATE,,NEED_HUMAN,0.65,evidence.0028;evidence.0029;evidence.0030;evidence.0031;evidence.0032;evidence.0033;evidence.0035;evidence.0037;evidence.0038;evidence.0039;evidence.0041;evidence.0042,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[12].used_for_tracking,used_for_tracking,Personal info,Name,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0028;evidence.0029;evidence.0030;evidence.0031;evidence.0032;evidence.0033;evidence.0035;evidence.0037;evidence.0038;evidence.0039;evidence.0041;evidence.0042,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[13].collected,collected,Personal info,Phone number,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0123;evidence.0124;evidence.0125;evidence.0140;evidence.0141;evidence.0156;evidence.0157;evidence.0160;evidence.0163;evidence.0164;evidence.0166;evidence.0167,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[13].shared,shared,Personal info,Phone number,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0123;evidence.0124;evidence.0125;evidence.0140;evidence.0141;evidence.0156;evidence.0157;evidence.0160;evidence.0163;evidence.0164;evidence.0166;evidence.0167,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[13].processed_ephemerally,processed_ephemerally,Personal info,Phone number,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0123;evidence.0124;evidence.0125;evidence.0140;evidence.0141;evidence.0156;evidence.0157;evidence.0160;evidence.0163;evidence.0164;evidence.0166;evidence.0167,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[13].required_or_optional,required_or_optional,Personal info,Phone number,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0123;evidence.0124;evidence.0125;evidence.0140;evidence.0141;evidence.0156;evidence.0157;evidence.0160;evidence.0163;evidence.0164;evidence.0166;evidence.0167,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[13].purposes,purposes,Personal info,Phone number,Account management,,NEED_HUMAN,0.65,evidence.0123;evidence.0124;evidence.0125;evidence.0140;evidence.0141;evidence.0156;evidence.0157;evidence.0160;evidence.0163;evidence.0164;evidence.0166;evidence.0167,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[13].linked_to_identity,linked_to_identity,Personal info,Phone number,YES_CANDIDATE,,NEED_HUMAN,0.65,evidence.0123;evidence.0124;evidence.0125;evidence.0140;evidence.0141;evidence.0156;evidence.0157;evidence.0160;evidence.0163;evidence.0164;evidence.0166;evidence.0167,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[13].used_for_tracking,used_for_tracking,Personal info,Phone number,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0123;evidence.0124;evidence.0125;evidence.0140;evidence.0141;evidence.0156;evidence.0157;evidence.0160;evidence.0163;evidence.0164;evidence.0166;evidence.0167,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[14].collected,collected,Personal info,User IDs,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0010;evidence.0011;evidence.0014;evidence.0017;evidence.0020;evidence.0024;evidence.0026;evidence.0027;evidence.0043;evidence.0045;evidence.0046;evidence.0047,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[14].shared,shared,Personal info,User IDs,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0010;evidence.0011;evidence.0014;evidence.0017;evidence.0020;evidence.0024;evidence.0026;evidence.0027;evidence.0043;evidence.0045;evidence.0046;evidence.0047,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[14].processed_ephemerally,processed_ephemerally,Personal info,User IDs,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0010;evidence.0011;evidence.0014;evidence.0017;evidence.0020;evidence.0024;evidence.0026;evidence.0027;evidence.0043;evidence.0045;evidence.0046;evidence.0047,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[14].required_or_optional,required_or_optional,Personal info,User IDs,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0010;evidence.0011;evidence.0014;evidence.0017;evidence.0020;evidence.0024;evidence.0026;evidence.0027;evidence.0043;evidence.0045;evidence.0046;evidence.0047,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[14].purposes,purposes,Personal info,User IDs,Account management,,NEED_HUMAN,0.65,evidence.0010;evidence.0011;evidence.0014;evidence.0017;evidence.0020;evidence.0024;evidence.0026;evidence.0027;evidence.0043;evidence.0045;evidence.0046;evidence.0047,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[14].linked_to_identity,linked_to_identity,Personal info,User IDs,YES_CANDIDATE,,NEED_HUMAN,0.65,evidence.0010;evidence.0011;evidence.0014;evidence.0017;evidence.0020;evidence.0024;evidence.0026;evidence.0027;evidence.0043;evidence.0045;evidence.0046;evidence.0047,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[14].used_for_tracking,used_for_tracking,Personal info,User IDs,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0010;evidence.0011;evidence.0014;evidence.0017;evidence.0020;evidence.0024;evidence.0026;evidence.0027;evidence.0043;evidence.0045;evidence.0046;evidence.0047,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[15].collected,collected,Photos and videos,Photos or videos,YES_CANDIDATE,,NEED_HUMAN,0.65,evidence.0055;evidence.0113;evidence.0129;evidence.0130;evidence.0138;evidence.0139;evidence.0146;evidence.0147;evidence.0154;evidence.0155;evidence.0161;evidence.0162,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[15].shared,shared,Photos and videos,Photos or videos,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0055;evidence.0113;evidence.0129;evidence.0130;evidence.0138;evidence.0139;evidence.0146;evidence.0147;evidence.0154;evidence.0155;evidence.0161;evidence.0162,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[15].processed_ephemerally,processed_ephemerally,Photos and videos,Photos or videos,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0055;evidence.0113;evidence.0129;evidence.0130;evidence.0138;evidence.0139;evidence.0146;evidence.0147;evidence.0154;evidence.0155;evidence.0161;evidence.0162,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[15].required_or_optional,required_or_optional,Photos and videos,Photos or videos,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0055;evidence.0113;evidence.0129;evidence.0130;evidence.0138;evidence.0139;evidence.0146;evidence.0147;evidence.0154;evidence.0155;evidence.0161;evidence.0162,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[15].purposes,purposes,Photos and videos,Photos or videos,App functionality,,NEED_HUMAN,0.65,evidence.0055;evidence.0113;evidence.0129;evidence.0130;evidence.0138;evidence.0139;evidence.0146;evidence.0147;evidence.0154;evidence.0155;evidence.0161;evidence.0162,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[15].linked_to_identity,linked_to_identity,Photos and videos,Photos or videos,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0055;evidence.0113;evidence.0129;evidence.0130;evidence.0138;evidence.0139;evidence.0146;evidence.0147;evidence.0154;evidence.0155;evidence.0161;evidence.0162,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[15].used_for_tracking,used_for_tracking,Photos and videos,Photos or videos,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0055;evidence.0113;evidence.0129;evidence.0130;evidence.0138;evidence.0139;evidence.0146;evidence.0147;evidence.0154;evidence.0155;evidence.0161;evidence.0162,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[16].collected,collected,Web browsing,Web browsing history,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0102,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[16].shared,shared,Web browsing,Web browsing history,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0102,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[16].processed_ephemerally,processed_ephemerally,Web browsing,Web browsing history,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0102,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[16].required_or_optional,required_or_optional,Web browsing,Web browsing history,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0102,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[16].purposes,purposes,Web browsing,Web browsing history,App functionality,,NEED_HUMAN,0.65,evidence.0102,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[16].linked_to_identity,linked_to_identity,Web browsing,Web browsing history,NEED_HUMAN,,NEED_HUMAN,0.65,evidence.0102,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
data_type,data_types[16].used_for_tracking,used_for_tracking,Web browsing,Web browsing history,NO_NOT_OBSERVED,,NEED_HUMAN,0.65,evidence.0102,近似 Play Console CSV 草稿；必须用官方导出的 CSV/sample CSV 对齐后再导入。
